,0
2021-10-29,241235.25949559553
2021-10-30,305202.87135063694
2021-10-31,286794.80744396424
2021-11-01,307710.88736125437
2021-11-02,337902.9937318155
2021-11-03,338544.1514689117
2021-11-04,313296.86076793715
2021-11-05,309104.5446186475
2021-11-06,319825.4606198014
2021-11-07,320752.4925850738
2021-11-08,318872.87914916745
2021-11-09,303948.970323433
2021-11-10,293867.4957481029
2021-11-11,304332.51832681074
2021-11-12,319393.44229115866
2021-11-13,326987.94710197626
2021-11-14,325625.53524635686
2021-11-15,322591.5019162761
2021-11-16,321368.5508104183
2021-11-17,340131.379547396
2021-11-18,353816.2089109742
2021-11-19,375732.29794888117
2021-11-20,368763.4850822846
2021-11-21,358256.766208363
2021-11-22,390961.93181818805
2021-11-23,396136.43633746915
2021-11-24,425687.9102203027
2021-11-25,501546.4903583411
2021-11-26,438191.4224437534
2021-11-27,434208.450228273
2021-11-28,465462.28847186046
2021-11-29,450691.7491046145
2021-11-30,439998.37818142044
2021-12-01,433121.15269644733
2021-12-02,428799.04875684937
2021-12-03,400868.93706399953
2021-12-04,396517.59987635526
2021-12-05,372541.92262130155
2021-12-06,380384.320434273
2021-12-07,378848.7739072765
2021-12-08,379141.0824700055
2021-12-09,362525.19198349025
2021-12-10,354182.3411330362
2021-12-11,359621.5069788658
2021-12-12,368636.44941856974
2021-12-13,347769.5534203546
2021-12-14,345205.41837080487
2021-12-15,345929.0563357925
2021-12-16,345929.0563357925
2021-12-17,345929.0563357925
2021-12-18,345941.3486846187
2021-12-19,345943.2452184376
2021-12-20,344787.38980481506
2021-12-21,344140.2503206131
2021-12-22,344140.2503206131
2021-12-23,346590.3028295975
2021-12-24,343674.7919794862
2021-12-25,346007.7918115157
2021-12-26,349309.1063952837
2021-12-27,347234.12699843984
2021-12-28,344100.41481554694
2021-12-29,343729.47542393033
2021-12-30,346279.0760044935
2021-12-31,347762.648355935
2022-01-01,348331.1890275072
2022-01-02,348202.1867624911
2022-01-03,343154.29016333085
2022-01-04,344455.26365185383
2022-01-05,344801.1064075628
2022-01-06,341044.9225456681
2022-01-07,342302.00007323077
2022-01-08,341239.8613596371
2022-01-09,341114.2855725863
2022-01-10,342542.45547963015
2022-01-11,345871.880771704
2022-01-12,347685.4599942043
2022-01-13,346209.99080011307
2022-01-14,346650.20061113534
2022-01-15,346053.8313820345
2022-01-16,346230.4107566357
2022-01-17,345941.2437986222
2022-01-18,345196.37842310837
2022-01-19,350219.94239833974
2022-01-20,349696.98777483223
2022-01-21,349172.08839356067
2022-01-22,349245.29463225073
2022-01-23,349682.9345847991
2022-01-24,350665.6623563602
2022-01-25,352821.1253634069
2022-01-26,348783.2989038953
2022-01-27,343546.66819410847
2022-01-28,341165.6132864306
2022-01-29,341424.7059547356
2022-01-30,341325.50015689025
2022-01-31,342611.56383588875
2022-02-01,342984.6563521728
2022-02-02,343892.2331272798
2022-02-03,344014.84547392826
2022-02-04,344907.5587432671
2022-02-05,344802.3103052263
2022-02-06,344750.82052823494
2022-02-07,346065.2915617156
2022-02-08,347220.1998510306
2022-02-09,348873.9385068275
2022-02-10,347876.2546219856
2022-02-11,354692.5148256317
2022-02-12,355459.21242223494
2022-02-13,357209.47125801246
2022-02-14,357006.3598310587
2022-02-15,352555.13343541516
2022-02-16,356032.36031755776
2022-02-17,363393.84725148545
2022-02-18,363194.81055508496
2022-02-19,363359.6056237111
2022-02-20,367111.8305144433
2022-02-21,370361.2197637748
2022-02-22,362106.18609289505
2022-02-23,364422.5778049179
2022-02-24,366956.5971714905
2022-02-25,359917.8242670063
2022-02-26,358383.91973248066
2022-02-27,363176.33535632637
2022-02-28,359753.7700584808
2022-03-01,366625.7568328185
2022-03-02,364845.8867448953
2022-03-03,366951.3416951519
2022-03-04,373688.7466018409
2022-03-05,374301.1600824952
2022-03-06,377997.5889469013
2022-03-07,380325.20931982377
2022-03-08,389922.49627795647
2022-03-09,378140.08875687514
2022-03-10,379611.46006853494
2022-03-11,376863.14691786526
2022-03-12,377811.5404541394
2022-03-13,376667.212573136
2022-03-14,371909.33955148055
2022-03-15,365326.2650644968
2022-03-16,367104.1672427777
2022-03-17,369827.4532131742
2022-03-18,364874.1320362305
2022-03-19,363940.1621200398
2022-03-20,364682.666003983
2022-03-21,367473.4860029243
2022-03-22,364130.3547989894
2022-03-23,369323.5062816226
2022-03-24,370950.5276700418
2022-03-25,371347.999114011
2022-03-26,372573.52063166397
2022-03-27,370415.8813480718
2022-03-28,365145.0090105106
2022-03-29,363978.08489643905
2022-03-30,366057.4245281496
2022-03-31,366871.76868997235
2022-04-01,364766.66101788793
2022-04-02,364511.2958019641
2022-04-03,364771.4071529074
2022-04-04,366345.1560697182
2022-04-05,364269.590194145
2022-04-06,364546.3245935954
2022-04-07,366113.24370635377
2022-04-08,368964.4206516155
2022-04-09,369669.4416448442
2022-04-10,368532.7538836282
2022-04-11,370543.1009184708
2022-04-12,373410.83145660517
2022-04-13,375728.8669519762
2022-04-14,374748.7553426453
2022-04-15,375758.4087484874
2022-04-16,375552.75061493786
2022-04-17,376724.58292717586
2022-04-18,375507.14141499496
2022-04-19,370809.1159983407
2022-04-20,372282.0384858361
2022-04-21,371580.23560366937
2022-04-22,367461.8406082181
2022-04-23,366958.2641067168
2022-04-24,367096.0177816712
2022-04-25,361833.2717533384
2022-04-26,361879.0661683064
2022-04-27,359264.70978457556
2022-04-28,360514.4250148886
2022-04-29,361297.49098933936
2022-04-30,360657.0405842531
2022-05-01,361175.8510215729
2022-05-02,354613.8678955779
2022-05-03,354976.7735854787
2022-05-04,358280.0835590066
2022-05-05,356230.60985010135
2022-05-06,357588.6295663701
2022-05-07,358006.9145487904
2022-05-08,357505.49117195647
2022-05-09,351181.4630495213
2022-05-10,348314.17239707167
2022-05-11,352415.87488838146
2022-05-12,348244.06851005286
2022-05-13,343101.6196405542
2022-05-14,343579.960594879
2022-05-15,343499.48466645187
2022-05-16,346208.02289047086
2022-05-17,345081.22098122217
2022-05-18,344608.135503236
2022-05-19,351440.27789528854
2022-05-20,351413.02813471353
2022-05-21,351586.2041832276
2022-05-22,351342.6927289133
2022-05-23,351813.85660101357
2022-05-24,354722.33444468066
2022-05-25,352293.7950349303
2022-05-26,350982.4263531208
2022-05-27,351641.7455388941
2022-05-28,351951.0314790144
2022-05-29,351227.6278945396
2022-05-30,352308.40387003886
2022-05-31,348615.5172429887
2022-06-01,350980.0417096721
2022-06-02,354881.87403696816
2022-06-03,351962.02862113254
2022-06-04,352844.6476716008
2022-06-05,352367.3022480362
2022-06-06,350009.4686741363
2022-06-07,351997.242627789
2022-06-08,351922.6935801666
2022-06-09,350326.6031009473
2022-06-10,355243.43691793666
2022-06-11,356592.195882948
2022-06-12,357055.41866084497
2022-06-13,346464.9624341084
2022-06-14,344310.84223599406
2022-06-15,348661.72839176335
2022-06-16,352412.7262329539
2022-06-17,349383.3955853773
2022-06-18,346371.6372133116
2022-06-19,349529.39132895076
2022-06-20,350285.8326435364
2022-06-21,348110.2969581392
2022-06-22,349260.18128989707
2022-06-23,346827.79866837483
2022-06-24,346121.0875880417
2022-06-25,346033.6892480496
2022-06-26,347153.93917578366
2022-06-27,346764.7329523117
2022-06-28,345728.87162041105
2022-06-29,345779.59738542367
2022-06-30,344196.86553989316
2022-07-01,342872.161376273
2022-07-02,343850.513442865
2022-07-03,343711.64847775974
2022-07-04,343867.78474396013
2022-07-05,335878.18735599675
2022-07-06,330695.8014967003
2022-07-07,330784.3342787215
2022-07-08,330808.8752695537
2022-07-09,329959.1550379275
2022-07-10,330590.85403307545
2022-07-11,328857.4729164646
2022-07-12,327394.4131290584
2022-07-13,329438.3303872092
2022-07-14,325166.7857178381
2022-07-15,323439.0305076161
2022-07-16,322399.60378648137
2022-07-17,323522.74769898335
2022-07-18,323926.74797258904
2022-07-19,323649.29586491623
2022-07-20,321874.7044052098
2022-07-21,325591.1596442101
2022-07-22,327754.0081003847
2022-07-23,327389.7827534296
2022-07-24,327015.9725289232
2022-07-25,325694.88005829346
2022-07-26,326056.7439136778
2022-07-27,329254.06458906434
2022-07-28,331789.72773898515
2022-07-29,334595.6427624761
2022-07-30,334730.5024526625
2022-07-31,334301.49815066176
2022-08-01,335934.0759898354
2022-08-02,332432.09974995727
2022-08-03,333734.57811055955
2022-08-04,339355.57630128635
2022-08-05,336492.98548009986
2022-08-06,335325.25105029333
2022-08-07,335463.8381928608
2022-08-08,337887.7935307388
2022-08-09,339596.7957196644
2022-08-10,338800.07013710897
2022-08-11,337677.66708470753
2022-08-12,340591.1457340536
2022-08-13,340232.1990153154
2022-08-14,340081.5034404787
2022-08-15,336828.73401693825
2022-08-16,336049.0482166965
2022-08-17,333217.8050385164
2022-08-18,332083.27040196775
2022-08-19,330102.21049297677
2022-08-20,329946.93084626767
2022-08-21,329973.0461648136
2022-08-22,328525.729654545
2022-08-23,331086.62835164234
2022-08-24,331056.6698213245
2022-08-25,332262.02605311444
2022-08-26,328330.8371443323
2022-08-27,328033.47442145593
2022-08-28,327175.9983106517
2022-08-29,328240.6142752067
2022-08-30,325326.6031326633
2022-08-31,323329.4758202406
2022-09-01,320838.84307330917
2022-09-02,323215.9390098245
2022-09-03,323713.1487448363
2022-09-04,323652.7223428815
2022-09-05,323863.86747155106
2022-09-06,321219.1358236958
2022-09-07,324214.80364045163
2022-09-08,323029.2885682308
2022-09-09,324450.07302614686
2022-09-10,325008.6815419955
2022-09-11,325483.54971459875
2022-09-12,325940.6603966658
2022-09-13,321410.1388183804
2022-09-14,320456.21198322996
2022-09-15,313870.52133401594
2022-09-16,316121.9488759678
2022-09-17,316368.7015932223
2022-09-18,316455.01179494156
2022-09-19,315943.3784398463
2022-09-20,314290.218581003
2022-09-21,315313.4621393154
2022-09-22,315909.4377864878
2022-09-23,310648.26608586876
2022-09-24,310591.6134400514
2022-09-25,310068.9597909597
2022-09-26,307099.49990026245
2022-09-27,307559.1804408035
2022-09-28,312679.07938099036
2022-09-29,314105.0961633668
2022-09-30,314026.37977767864
2022-10-01,313836.511225023
2022-10-02,314222.823463727
2022-10-03,321778.7398703046
2022-10-04,326087.0034184115
2022-10-05,324227.1435915022
2022-10-06,323228.765150316
2022-10-07,320692.1296215132
2022-10-08,320277.6878508647
2022-10-09,320662.4026099768
2022-10-10,315309.6189275436
2022-10-11,314953.3115229137
2022-10-12,315920.2497135808
2022-10-13,314350.8070461048
2022-10-14,310651.90093073726
2022-10-15,310443.58033120126
2022-10-16,311193.3076011252
2022-10-17,312083.6593788934
2022-10-18,312191.5471310425
2022-10-19,307615.2542896673
2022-10-20,307490.095236423
2022-10-21,312812.17952843785
2022-10-22,313176.9605204683
2022-10-23,314434.15380742174
2022-10-24,311887.0999334543
2022-10-25,312199.0483395611
2022-10-26,314843.9883543196
2022-10-27,313801.6213446606
2022-10-28,310661.8793902172
2022-10-29,310882.8640670978
2022-10-30,310684.3598638946
2022-10-31,308746.24668885994
2022-11-01,311176.1289075427
2022-11-02,308997.7918448901
2022-11-03,308313.51493447804
2022-11-04,317210.3418193763
2022-11-05,317262.850279006
2022-11-06,315728.089124989
2022-11-07,316029.9664641033
2022-11-08,322520.41028663464
2022-11-09,321624.8724881623
2022-11-10,331420.316371326
2022-11-11,336824.14994506584
2022-11-12,329007.47393495694
2022-11-13,330391.1922359651
2022-11-14,332096.698491291
2022-11-15,336325.643704878
2022-11-16,334809.47350901033
2022-11-17,332971.9552445096
2022-11-18,330367.5078646242
2022-11-19,331173.5868059497
2022-11-20,331340.92858117155
2022-11-21,329606.945515729
2022-11-22,328975.5011912406
2022-11-23,330604.4210336676
2022-11-24,331082.41470982024
2022-11-25,331730.5515384501
2022-11-26,331590.2280050218
2022-11-27,331505.1680047222
2022-11-28,330103.02080871176
2022-11-29,329900.67339373677
2022-11-30,334354.423344098
2022-12-01,339713.11075545783
2022-12-02,338988.27175453823
2022-12-03,338716.8622870609
2022-12-04,339776.1533196429
2022-12-05,335832.41609290685
2022-12-06,336642.31509412604
2022-12-07,338920.2052327961
2022-12-08,339208.5155713182
2022-12-09,340384.1447915718
2022-12-10,339616.31275293947
2022-12-11,340799.4663335897
2022-12-12,337375.74344183697
2022-12-13,343214.3229833572
2022-12-14,341660.85511180025
2022-12-15,339689.9588773143
2022-12-16,341541.41457245743
2022-12-17,342008.758384664
2022-12-18,340985.00548503245
2022-12-19,340894.78261590685
2022-12-20,343677.12902744766
2022-12-21,344086.08380297606
2022-12-22,340379.2828971616
2022-12-23,342596.86239326757
2022-12-24,341868.99049631116
2022-12-25,341699.6576595689
2022-12-26,341575.42468145036
2022-12-27,344249.0035694725
2022-12-28,342783.55913861754
2022-12-29,344062.28367224446
2022-12-30,345451.48896837264
2022-12-31,345095.6446013056
2023-01-01,345631.2864540358
2023-01-02,345611.3063831979
2023-01-03,349261.40833943867
2023-01-04,351189.91348504374
2023-01-05,347933.2082422189
2023-01-06,351731.0654847721
2023-01-07,352900.0501159984
2023-01-08,352775.840289758
2023-01-09,353139.8804216879
2023-01-10,353560.9204776073
2023-01-11,355262.07417984225
2023-01-12,357152.7723084388
2023-01-13,359784.00641133636
2023-01-14,358474.17199250835
2023-01-15,353630.11984039785
2023-01-16,353212.2190716121
2023-01-17,352652.97936281655
2023-01-18,334760.5658203134
2023-01-19,343561.77075612295
2023-01-20,374234.6886418887
2023-01-21,369866.2719470746
2023-01-22,370975.5893792742
2023-01-23,377031.0840832855
2023-01-24,360703.1210234873
2023-01-25,376478.262641303
2023-01-26,377566.162542248
2023-01-27,388153.5437383686
2023-01-28,382194.85166895314
2023-01-29,399144.0271311554
2023-01-30,377061.77115745394
2023-01-31,383810.00519497856
2023-02-01,400756.58289514104
2023-02-02,397627.8109762908
2023-02-03,405552.95825345215
2023-02-04,401231.17163984897
2023-02-05,391781.3853090592
2023-02-06,383489.1834781683
2023-02-07,401268.3334333099
2023-02-08,393780.6515529674
2023-02-09,362436.150872154
2023-02-10,362684.11835228314
2023-02-11,364440.15170246677
2023-02-12,361692.4470023934
2023-02-13,359678.0831685845
2023-02-14,363861.216027454
2023-02-15,374763.7585264351
2023-02-16,363901.13043753547
2023-02-17,377791.7569740813
2023-02-18,378845.45820051845
2023-02-19,402982.0061697982
2023-02-20,426559.477993556
2023-02-21,409225.2489244821
2023-02-22,400978.86686299933
2023-02-23,397823.2774165338
2023-02-24,379145.9337622445
2023-02-25,376972.80141588696
2023-02-26,384172.3421949971
2023-02-27,378741.9122479501
2023-02-28,370783.3227693023
2023-03-01,379614.44418796414
2023-03-02,372816.21760286647
2023-03-03,360144.62443080486
2023-03-04,359692.69620919524
2023-03-05,363257.76148443855
2023-03-06,363065.91334329045
2023-03-07,347970.6124411967
2023-03-08,341735.7305187796
2023-03-09,336828.28453475167
2023-03-10,336516.5127545836
2023-03-11,337202.40921915544
2023-03-12,339447.16095507273
2023-03-13,342440.1656892923
2023-03-14,343373.23490209127
2023-03-15,336389.5302372406
2023-03-16,339655.93421438674
2023-03-17,350978.2761586391
2023-03-18,346488.8250478052
2023-03-19,350778.38154196646
2023-03-20,349722.7499057995
2023-03-21,351202.2861451438
2023-03-22,340534.9339674865
2023-03-23,347738.70725334657
2023-03-24,339929.7303455656
2023-03-25,339878.5931276912
2023-03-26,343612.0520045763
2023-03-27,339048.97400397196
2023-03-28,343967.790034203
2023-03-29,351440.60052628745
2023-03-30,348672.11257185775
2023-03-31,352282.7554188493
2023-04-01,349905.5963466091
2023-04-02,315070.71850968315
2023-04-03,312482.5635301238
2023-04-04,316949.5046626822
2023-04-05,316970.8298194349
2023-04-06,312891.57344555715
2023-04-07,311882.61659627437
2023-04-08,310430.0945740343
2023-04-09,312102.66186273337
2023-04-10,317587.0467456636
2023-04-11,317481.2472455541
2023-04-12,315763.8750827225
2023-04-13,322608.89613828046
2023-04-14,328778.4105332383
2023-04-15,328951.22134429263
2023-04-16,334285.6589708257
2023-04-17,326823.2775599619
2023-04-18,336568.117342665
2023-04-19,314026.4046218586
2023-04-20,307263.8863097172
2023-04-21,297795.61845467193
2023-04-22,301089.0867974497
2023-04-23,299701.984364884
2023-04-24,298865.3030499739
2023-04-25,301160.66681360814
2023-04-26,300044.2591737404
2023-04-27,302126.84806810203
2023-04-28,302407.4295111357
2023-04-29,301753.73046549014
2023-04-30,302474.05971626844
2023-05-01,299619.1012765447
2023-05-02,299667.5311201535
2023-05-03,300214.92972632207
2023-05-04,298829.02671958733
2023-05-05,301150.8096091132
2023-05-06,298463.55123392947
2023-05-07,298171.4757030491
2023-05-08,295813.65893054963
2023-05-09,295813.6589305496
2023-05-10,295813.6589305496
2023-05-11,295813.6589305496
2023-05-12,295813.6589305496
2023-05-13,295813.6589305496
2023-05-14,295813.6589305496
2023-05-15,295813.6589305496
2023-05-16,295813.6589305496
2023-05-17,295813.6589305496
2023-05-18,295813.6589305496
2023-05-19,295813.6589305496
2023-05-20,295813.6589305496
2023-05-21,295813.6589305496
2023-05-22,295813.6589305496
2023-05-23,295813.6589305496
2023-05-24,295813.6589305496
2023-05-25,295813.6589305496
2023-05-26,295813.6589305496
2023-05-27,295813.6589305496
2023-05-28,295813.6589305496
2023-05-29,295813.6589305496
2023-05-30,295813.6589305496
2023-05-31,295813.6589305496
2023-06-01,295813.6589305496
2023-06-02,295813.6589305496
2023-06-03,295813.6589305496
2023-06-04,295813.6589305496
2023-06-05,294405.16189591185
2023-06-06,295512.9922482931
2023-06-07,294914.86341563973
2023-06-08,295186.3306931184
2023-06-09,295924.3863635409
2023-06-10,294284.0016389712
2023-06-11,295002.79392742476
2023-06-12,295251.18791749986
2023-06-13,294940.1443425482
2023-06-14,292739.60975197906
2023-06-15,292733.98043574527
2023-06-16,292492.4873754191
2023-06-17,292715.8751597461
2023-06-18,293145.48312342766
2023-06-19,293466.84765982017
2023-06-20,293437.8686899855
2023-06-21,293869.79451064346
2023-06-22,293000.2810145705
2023-06-23,304919.83829603717
2023-06-24,310924.3258697139
2023-06-25,307061.27862449083
2023-06-26,351502.71194827603
2023-06-27,354342.2135170624
2023-06-28,350464.44582413416
2023-06-29,357614.02233773225
2023-06-30,369030.74178058375
2023-07-01,364633.26766450435
2023-07-02,370027.17361608346
2023-07-03,368948.4926012922
2023-07-04,365143.5698014741
2023-07-05,361876.0674975895
2023-07-06,355321.2040376938
2023-07-07,360370.874043601
2023-07-08,358061.7453281486
2023-07-09,353680.4830067888
2023-07-10,355801.5290899202
2023-07-11,359727.215517038
2023-07-12,361568.34248789237
2023-07-13,376228.8722034097
2023-07-14,364565.5653402447
2023-07-15,361397.40807593695
2023-07-16,360007.3317580175
2023-07-17,355518.32925900427
2023-07-18,352710.0217510169
2023-07-19,424233.1941601189
2023-07-20,423955.0228424331
2023-07-21,355216.59975990164
2023-07-22,346021.05169782107
2023-07-23,348734.97565393784
2023-07-24,337827.347042172
2023-07-25,340535.63986099465
2023-07-26,345202.9329939931
2023-07-27,345955.90143173526
2023-07-28,344967.0760207692
2023-07-29,346328.94330733595
2023-07-30,339713.7906663435
2023-07-31,335265.00695240224
2023-08-01,337385.9109701471
2023-08-02,330659.6329602946
2023-08-03,329283.16417384765
2023-08-04,329110.1830504037
2023-08-05,330558.02801792184
2023-08-06,329309.8048224498
2023-08-07,330063.52420653903
2023-08-08,332201.8471779636
2023-08-09,333387.685066162
2023-08-10,333024.3474952532
2023-08-11,332305.58581910015
2023-08-12,307695.3793844333
2023-08-13,309678.183329248
2023-08-14,312319.9986860504
2023-08-15,310830.89196389
2023-08-16,309585.9431132495
2023-08-17,309337.6849812866
2023-08-18,309722.3372948894
2023-08-19,309569.2385363222
2023-08-20,309997.4230795768
2023-08-21,310614.93955262814
2023-08-22,312118.06167216797
2023-08-23,315497.82816891355
2023-08-24,315132.65345320036
2023-08-25,314317.7196292823
2023-08-26,314413.29293569725
2023-08-27,314030.53595770686
2023-08-28,314372.4222411607
2023-08-29,315872.2174418064
2023-08-30,315872.2174418064
2023-08-31,315019.3281479137
2023-09-01,314882.62211523723
2023-09-02,314780.09259072994
2023-09-03,315023.57766095287
2023-09-04,315055.36882925563
2023-09-05,313918.1831040653
2023-09-06,311939.0525855456
2023-09-07,313137.6558010761
2023-09-08,312377.33372989594
2023-09-09,311658.444410848
2023-09-10,311571.36948328995
2023-09-11,312551.4434952665
2023-09-12,310847.9901127289
2023-09-13,310444.306418877
2023-09-14,311061.56823269476
2023-09-15,313672.85390554235
2023-09-16,313142.76724364684
2023-09-17,313642.7264616842
2023-09-18,315231.22249856207
2023-09-19,315397.4947186575
2023-09-20,315600.7898188634
2023-09-21,313905.31429571076
2023-09-22,314053.7465789906
2023-09-23,314373.7028390464
2023-09-24,314085.6179267847
2023-09-25,313308.2176239564
2023-09-26,312004.35878121416
2023-09-27,309064.3371940127
2023-09-28,307692.88704009965
2023-09-29,306706.85970089363
2023-09-30,307086.008470406
2023-10-01,306676.37144932465
2023-10-02,302613.0351889288
2023-10-03,300771.43254287133
2023-10-04,301596.57973277225
2023-10-05,300605.2204573944
2023-10-06,302386.3677670073
2023-10-07,304748.25513214816
2023-10-08,306268.15761421394
2023-10-09,306447.25855291827
2023-10-10,305974.5603619249
2023-10-11,307987.3462219203
2023-10-12,307393.236236217
2023-10-13,314482.8471715865
2023-10-14,314973.94655583455
2023-10-15,315204.7031318127
2023-10-16,313683.61800225015
2023-10-17,313538.6191031962
2023-10-18,312569.51801834186
2023-10-19,315336.4461920517
2023-10-20,320237.573904949
2023-10-21,323940.44833914324
